"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"corem_139 - most like Regulons: Rv2642",4,0.19287,"1.33e-01",0.06442,"1.00e+00",-0.12845,"1.33e-01"
"corem_488 - most like iModulons: Mce3R",12,0.18012,"4.87e-02",0.07337,"1.00e+00",-0.10675,"4.87e-02"
"corem_106 - most like TFOE.Regulons: Rv0681",9,0.18974,"1.04e-01",0.06484,"1.00e+00",-0.1249,"1.04e-01"
"corem_482 - most like Regulons: ideR",16,0.16903,"9.79e-03",0.03288,"1.00e+00",-0.13614,"9.79e-03"
"corem_379 - most like iModulons: Mce3R",20,0.16354,"3.69e-03",0.05619,"1.00e+00",-0.10735,"3.69e-03"
"corem_162 - most like Regulons: mce3A",4,0.17324,"4.29e-02",0.08344,"3.01e-01",-0.08979,"4.29e-02"
"corem_2 - most like TFOE.Regulons: Rv0691c (mftR)",16,0.1509,"1.92e-07",0.01865,"1.00e+00",-0.13225,"1.92e-07"
"corem_524 - most like iModulons: Mce3R",31,0.15508,"4.39e-04",0.05029,"1.00e+00",-0.10479,"4.39e-04"
"corem_88 - most like TFOE.Regulons: Rv0792c",6,0.191,"3.04e-01",0.10751,"3.04e-01",-0.0835,"1.00e+00"
"corem_220 - most like iModulons: VirS",18,0.14552,"1.83e-06",0.07298,"2.42e-06",-0.07254,"1.83e-06"
"corem_267 - most like iModulons: VirS",6,0.14686,"1.31e-04",0.06961,"3.53e-03",-0.07725,"1.31e-04"
"corem_58 - most like TFOE.Regulons: Rv0275c",5,0.16482,"8.57e-02",0.05247,"1.00e+00",-0.11235,"8.57e-02"
"corem_181 - most like Regulons: Rv0232",6,0.15899,"3.69e-02",0.06849,"1.46e-01",-0.0905,"3.69e-02"
"corem_115 - most like iModulons: SG_12",4,0.26628,"1.00e+00",0.13411,"1.00e+00",-0.13217,"1.00e+00"
"corem_307 - most like TFOE.Regulons: Rv3249c",5,0.17083,"2.04e-01",0.06526,"1.00e+00",-0.10557,"2.04e-01"
"corem_53 - most like TFOE.Regulons: Rv1674c",3,0.23579,"1.00e+00",0.12679,"1.00e+00",-0.10901,"1.00e+00"
"corem_343 - most like iModulons: VirS",10,0.14501,"1.32e-03",0.07881,"1.32e-03",-0.0662,"4.10e-03"
"corem_502 - most like TFOE.Regulons: Rv0681",8,0.15873,"7.18e-02",0.0558,"1.00e+00",-0.10293,"7.18e-02"
"corem_110 - most like Regulons: Rv1719",4,0.18743,"7.10e-01",0.09855,"7.10e-01",-0.08888,"1.00e+00"
"corem_84 - most like iModulons: Fatty Acid Biosynthesis",6,0.14089,"4.60e-04",0.06508,"1.84e-03",-0.0758,"4.60e-04"
"corem_3 - most like Regulons: nadR",3,0.14729,"3.58e-02",0.06955,"8.88e-02",-0.07774,"3.58e-02"
"corem_535 - most like Regulons: sirR",22,0.15373,"1.80e-01",0.05297,"1.00e+00",-0.10076,"1.80e-01"
"corem_240 - most like iModulons: VirS",16,0.13351,"2.79e-06",0.06996,"3.65e-06",-0.06355,"2.79e-06"
"corem_320 - most like iModulons: Mce3R",73,0.13155,"8.98e-07",0.04348,"1.00e+00",-0.08807,"8.98e-07"
"corem_306 - most like Regulons: nadR",5,0.13899,"5.79e-03",0.07293,"7.33e-03",-0.06606,"5.79e-03"
"corem_135 - most like TFOE.Regulons: Rv1379 (pyrR)",5,0.13285,"3.88e-04",-0.06318,"3.88e-04",0.06967,"1.81e-03"
"corem_86 - most like TFOE.Regulons: Rv1931c",7,0.13803,"8.85e-03",0.07103,"1.33e-01",-0.06701,"8.85e-03"
"corem_325 - most like iModulons: Rv0681",15,0.13928,"2.56e-02",0.05649,"9.65e-01",-0.08279,"2.56e-02"
"corem_475 - most like TFOE.Regulons: Rv3183",13,0.14481,"1.08e-01",0.04699,"1.00e+00",-0.09782,"1.08e-01"
"corem_457 - most like TFOE.Regulons: Rv0792c",7,0.14332,"1.04e-01",0.06653,"1.04e-01",-0.07679,"4.42e-01"
"corem_252 - most like iModulons: M-box",6,0.16332,"7.78e-01",0.044,"1.00e+00",-0.11932,"7.78e-01"
"corem_312 - most like Regulons: moxR3",5,0.16042,"7.39e-01",0.0522,"1.00e+00",-0.10821,"7.39e-01"
"corem_224 - most like TFOE.Regulons: Rv3124 (moaR1)",9,0.1499,"4.09e-01",0.0566,"1.00e+00",-0.0933,"4.09e-01"
"corem_412 - most like iModulons: VirS",6,0.14329,"1.52e-01",0.07686,"1.52e-01",-0.06644,"1.90e-01"
"corem_465 - most like TFOE.Regulons: Rv1167c",7,0.16858,"1.00e+00",0.08009,"1.00e+00",-0.08849,"1.00e+00"
"corem_11 - most like TFOE.Regulons: Rv0792c",3,0.14621,"3.50e-01",0.08822,"3.50e-01",-0.05799,"1.00e+00"
"corem_18 - most like iModulons: Fatty Acid Biosynthesis",3,0.13449,"4.44e-02",0.06062,"6.00e-02",-0.07387,"4.44e-02"
"corem_421 - most like iModulons: Polyketide Synthase Complex",8,0.12985,"5.07e-03",-0.06545,"5.07e-03",0.0644,"6.55e-02"
"corem_257 - most like TFOE.Regulons: Rv0195",6,0.12117,"3.00e-05",-0.06766,"1.48e-04",0.05351,"3.00e-05"
"corem_472 - most like iModulons: Rv0681",24,0.12255,"1.17e-04",0.04655,"1.25e-01",-0.076,"1.17e-04"
"corem_470 - most like Regulons: sirR",18,0.14246,"2.24e-01",0.06428,"1.00e+00",-0.07818,"2.24e-01"
"corem_150 - most like TFOE.Regulons: Rv3855 (ethR)",7,0.14941,"6.27e-01",0.02814,"1.00e+00",-0.12127,"6.27e-01"
"corem_235 - most like Regulons: sigE",8,0.12791,"6.81e-03",0.06834,"6.81e-03",-0.05958,"3.02e-02"
"corem_560 - most like iModulons: WhiB1",17,0.11566,"2.26e-08",-0.06119,"2.26e-08",0.05447,"6.06e-08"
"corem_43 - most like TFOE.Regulons: Rv3124 (moaR1)",5,0.15222,"1.00e+00",0.04474,"1.00e+00",-0.10748,"1.00e+00"
"corem_484 - most like TFOE.Regulons: Rv0981 (mprA)",10,0.15085,"1.00e+00",0.03518,"1.00e+00",-0.11567,"1.00e+00"
"corem_32 - most like Regulons: Rv3173c",3,0.15056,"1.00e+00",0.02152,"1.00e+00",-0.12904,"1.00e+00"
"corem_177 - most like TFOE.Regulons: Rv1931c",6,0.12957,"8.62e-02",0.07409,"2.43e-01",-0.05549,"8.62e-02"
"corem_255 - most like TFOE.Regulons: Rv0792c",6,0.13137,"2.02e-01",0.07489,"2.02e-01",-0.05648,"1.00e+00"
"corem_328 - most like iModulons: Rv0681",17,0.11867,"8.96e-03",0.04498,"9.91e-01",-0.07369,"8.96e-03"
"corem_157 - most like iModulons: VirS",8,0.12004,"1.89e-02",0.06065,"3.31e-02",-0.05938,"1.89e-02"
"corem_318 - most like iModulons: VirS",5,0.12009,"3.11e-02",0.0598,"1.81e-01",-0.06029,"3.11e-02"
"corem_14 - most like Regulons: Rv0238",3,0.11879,"1.97e-02",0.0424,"1.95e-01",-0.07639,"1.97e-02"
"corem_301 - most like TFOE.Regulons: Rv2642",5,0.13612,"4.61e-01",0.0835,"4.61e-01",-0.05262,"1.00e+00"
"corem_111 - most like Regulons: nadR",5,0.13069,"1.99e-01",0.04897,"8.82e-01",-0.08172,"1.99e-01"
"corem_276 - most like iModulons: Unc_1",13,0.10981,"5.48e-04",0.04886,"7.31e-03",-0.06094,"5.48e-04"
"corem_167 - most like iModulons: VirS",8,0.11336,"1.14e-02",0.05813,"1.10e-01",-0.05523,"1.14e-02"
"corem_223 - most like iModulons: WhiB4/IdeR",10,0.13062,"2.27e-01",0.07034,"2.27e-01",-0.06028,"1.00e+00"
"corem_231 - most like TFOE.Regulons: Rv0827c (kmtR)",16,0.10784,"9.17e-04",-0.05629,"9.17e-04",0.05154,"8.12e-03"
"corem_55 - most like TFOE.Regulons: Rv1931c",4,0.13109,"3.91e-01",0.07214,"1.00e+00",-0.05896,"3.91e-01"
"corem_250 - most like iModulons: SigC",7,0.14398,"1.00e+00",0.04049,"1.00e+00",-0.10349,"1.00e+00"
"corem_468 - most like iModulons: LysG",7,0.1399,"9.18e-01",0.06816,"1.00e+00",-0.07174,"9.18e-01"
"corem_65 - most like iModulons: Rv0681",23,0.10631,"1.02e-03",0.03928,"6.89e-01",-0.06703,"1.02e-03"
"corem_317 - most like iModulons: Fatty Acid Biosynthesis",5,0.12301,"2.32e-01",0.04361,"1.00e+00",-0.0794,"2.32e-01"
"corem_447 - most like iModulons: M-box",30,0.11318,"3.84e-02",0.04568,"3.35e-01",-0.0675,"3.84e-02"
"corem_308 - most like TFOE.Regulons: Rv2640c",5,0.10644,"7.72e-03",0.04768,"1.88e-01",-0.05876,"7.72e-03"
"corem_155 - most like Regulons: nadR",5,0.11063,"6.12e-02",0.05572,"6.12e-02",-0.05491,"8.40e-02"
"corem_171 - most like iModulons: PhoP",13,0.10224,"8.48e-05",0.05023,"1.70e-02",-0.05201,"8.48e-05"
"corem_195 - most like iModulons: PhoP",11,0.10175,"7.03e-06",0.04441,"1.31e-04",-0.05735,"7.03e-06"
"corem_251 - most like TFOE.Regulons: Rv1931c",6,0.12266,"4.00e-01",0.05413,"1.00e+00",-0.06854,"4.00e-01"
"corem_291 - most like TFOE.Regulons: Rv0465c",5,0.10397,"4.70e-03",-0.0644,"4.70e-03",0.03957,"1.00e+00"
"corem_415 - most like iModulons: IdeR",18,0.1079,"3.29e-02",0.05185,"5.24e-02",-0.05605,"3.29e-02"
"corem_165 - most like TFOE.Regulons: Rv3124 (moaR1)",4,0.13477,"1.00e+00",0.05257,"1.00e+00",-0.08219,"1.00e+00"
"corem_118 - most like Regulons: sigE",5,0.10816,"5.78e-02",0.05039,"6.78e-02",-0.05777,"5.78e-02"
"corem_274 - most like TFOE.Regulons: Rv0827c (kmtR)",20,0.10062,"1.90e-05",-0.05501,"1.90e-05",0.04561,"5.64e-03"
"corem_217 - most like iModulons: Unc_1",14,0.10391,"8.92e-03",0.04612,"2.60e-02",-0.05779,"8.92e-03"
"corem_347 - most like iModulons: PhoP",11,0.09616,"1.52e-05",0.04732,"1.37e-04",-0.04885,"1.52e-05"
"corem_23 - most like iModulons: M-box",4,0.1311,"1.00e+00",0.04334,"1.00e+00",-0.08776,"1.00e+00"
"corem_319 - most like iModulons: Rv0681",31,0.10359,"2.21e-02",0.04244,"3.64e-01",-0.06116,"2.21e-02"
"corem_44 - most like TFOE.Regulons: Rv3855 (ethR)",5,0.12372,"1.00e+00",0.05786,"1.00e+00",-0.06587,"1.00e+00"
"corem_50 - most like Regulons: fasR",5,0.11744,"7.62e-01",0.02853,"1.00e+00",-0.08891,"7.62e-01"
"corem_346 - most like iModulons: HPT-2b Induced",46,0.09475,"3.06e-03",0.03869,"1.21e-02",-0.05606,"3.06e-03"
"corem_520 - most like iModulons: HPT-2b Induced",19,0.11418,"7.90e-01",0.04994,"7.90e-01",-0.06425,"8.28e-01"
"corem_280 - most like Regulons: PDIM;PGL Synthesis",9,0.09568,"2.38e-02",-0.04733,"8.12e-02",0.04835,"2.38e-02"
"corem_302 - most like Regulons: nadR",5,0.10034,"7.79e-02",0.04546,"2.73e-01",-0.05488,"7.79e-02"
"corem_179 - most like TFOE.Regulons: Rv1931c",6,0.10595,"3.98e-01",0.05975,"7.36e-01",-0.04619,"3.98e-01"
"corem_175 - most like TFOE.Regulons: Rv1931c",6,0.10389,"3.06e-01",0.05531,"9.43e-01",-0.04858,"3.06e-01"
"corem_435 - most like iModulons: Rv0681",35,0.09281,"5.32e-03",0.03637,"6.38e-01",-0.05644,"5.32e-03"
"corem_77 - most like iModulons: SigC",10,0.10699,"7.55e-01",0.05577,"1.00e+00",-0.05123,"7.55e-01"
"corem_422 - most like TFOE.Regulons: Rv0827c (kmtR)",12,0.09342,"1.75e-02",-0.05368,"1.75e-02",0.03974,"6.25e-01"
"corem_239 - most like iModulons: KstR2",33,0.09131,"1.36e-03",0.03523,"2.54e-01",-0.05608,"1.36e-03"
"corem_123 - most like TFOE.Regulons: Rv0472c",5,0.09415,"4.28e-02",0.04086,"2.80e-01",-0.05329,"4.28e-02"
"corem_363 - most like Regulons: fasR",12,0.11054,"1.00e+00",0.05338,"1.00e+00",-0.05715,"1.00e+00"
"corem_454 - most like TFOE.Regulons: Rv3183",17,0.09531,"1.48e-01",0.02532,"1.00e+00",-0.06999,"1.48e-01"
"corem_37 - most like iModulons: PhoP",9,0.08942,"1.35e-04",0.0405,"9.47e-04",-0.04892,"1.35e-04"
"corem_221 - most like iModulons: WhiB4/IdeR",10,0.11036,"1.00e+00",0.04198,"1.00e+00",-0.06838,"1.00e+00"
"corem_70 - most like Regulons: iniR",44,0.09418,"1.00e-01",0.03474,"1.00e+00",-0.05944,"1.00e-01"
"corem_245 - most like iModulons: VirS",9,0.09505,"1.63e-01",0.05311,"1.63e-01",-0.04195,"7.73e-01"
"corem_201 - most like Regulons: Rv0067c",10,0.09008,"8.18e-03",0.0452,"1.32e-02",-0.04488,"8.18e-03"
"corem_277 - most like iModulons: M-box",14,0.10476,"9.64e-01",0.04866,"1.00e+00",-0.0561,"9.64e-01"
"corem_292 - most like Regulons: Rv0818",5,0.10198,"7.00e-01",0.02696,"1.00e+00",-0.07503,"7.00e-01"
"corem_128 - most like Regulons: Rv3579c",4,0.09271,"1.10e-01",0.07346,"1.10e-01",-0.01926,"1.00e+00"
"corem_332 - most like iModulons: Rv0681",26,0.08853,"4.05e-03",0.02929,"1.00e+00",-0.05924,"4.05e-03"
"corem_431 - most like iModulons: Rv0681",26,0.08836,"3.99e-03",0.03316,"6.38e-01",-0.0552,"3.99e-03"
"corem_92 - most like iModulons: GroEL-GroES Complex",6,0.09152,"1.09e-01",-0.05399,"1.09e-01",0.03753,"2.36e-01"
"corem_500 - most like iModulons: WhiB4/IdeR",17,0.10143,"8.73e-01",0.0426,"1.00e+00",-0.05883,"8.73e-01"
"corem_236 - most like Regulons: fasR",8,0.09662,"7.07e-01",0.03088,"1.00e+00",-0.06574,"7.07e-01"
"corem_428 - most like iModulons: Rv0576",16,0.10318,"1.00e+00",0.05017,"1.00e+00",-0.05301,"1.00e+00"
"corem_480 - most like iModulons: Mce3R",17,0.0936,"3.78e-01",0.02747,"1.00e+00",-0.06613,"3.78e-01"
"corem_433 - most like iModulons: Unc_3",10,0.08661,"6.79e-03",0.04408,"4.06e-01",-0.04253,"6.79e-03"
"corem_114 - most like iModulons: Unc_7",4,0.09109,"1.71e-01",0.05649,"1.71e-01",-0.0346,"6.82e-01"
"corem_456 - most like TFOE.Regulons: Rv1379 (pyrR)",16,0.08163,"2.62e-03",-0.04234,"2.62e-03",0.03928,"8.06e-03"
"corem_384 - most like Regulons: sirR",22,0.1002,"9.92e-01",0.03405,"1.00e+00",-0.06615,"9.92e-01"
"corem_105 - most like iModulons: Rv2488c",9,0.08054,"3.82e-03",0.03257,"5.59e-01",-0.04798,"3.82e-03"
"corem_529 - most like iModulons: Mce3R",9,0.09864,"1.00e+00",0.0517,"1.00e+00",-0.04693,"1.00e+00"
"corem_22 - most like Regulons: Rv2621c",4,0.09393,"7.61e-01",-0.06572,"7.61e-01",0.02821,"1.00e+00"
"corem_411 - most like iModulons: Unc_3",6,0.09254,"5.58e-01",0.04105,"1.00e+00",-0.05149,"5.58e-01"
"corem_353 - most like TFOE.Regulons: Rv3066",11,0.09246,"5.87e-01",0.03375,"1.00e+00",-0.05871,"5.87e-01"
"corem_25 - most like Regulons: Rv1255c",3,0.0792,"1.09e-02",-0.0439,"1.15e-02",0.03529,"1.09e-02"
"corem_148 - most like iModulons: Unc_7",4,0.088,"1.99e-01",0.04982,"1.99e-01",-0.03818,"4.94e-01"
"corem_311 - most like iModulons: SG_8",5,0.09468,"1.00e+00",0.06061,"1.00e+00",-0.03407,"1.00e+00"
"corem_63 - most like iModulons: Unc_1",12,0.08711,"1.91e-01",0.04118,"1.91e-01",-0.04592,"3.60e-01"
"corem_474 - most like iModulons: Unc_1",13,0.08149,"7.04e-02",0.03868,"1.51e-01",-0.0428,"7.04e-02"
"corem_508 - most like iModulons: PhoP",8,0.08653,"1.71e-01",0.03224,"6.55e-01",-0.05429,"1.71e-01"
"corem_154 - most like TFOE.Regulons: Rv0792c",5,0.09045,"6.81e-01",0.05366,"6.81e-01",-0.03679,"1.00e+00"
"corem_462 - most like Regulons: fasR",7,0.08871,"5.02e-01",0.01118,"1.00e+00",-0.07753,"5.02e-01"
"corem_507 - most like Regulons: ssb",8,0.07295,"9.88e-04",0.03043,"6.88e-02",-0.04252,"9.88e-04"
"corem_234 - most like Regulons: Rv1219",8,0.07742,"6.21e-02",-0.03804,"6.21e-02",0.03938,"2.72e-01"
"corem_80 - most like iModulons: Leucine Related",8,0.09268,"1.00e+00",0.03508,"1.00e+00",-0.05759,"1.00e+00"
"corem_366 - most like iModulons: IdeR",18,0.08388,"5.27e-01",0.03071,"1.00e+00",-0.05317,"5.27e-01"
"corem_15 - most like TFOE.Regulons: Rv3862c (whiB6)",3,0.07594,"1.75e-01",0.03962,"1.75e-01",-0.03632,"2.72e-01"
"corem_35 - most like iModulons: SigC",5,0.09026,"1.00e+00",0.05367,"1.00e+00",-0.03659,"1.00e+00"
"corem_62 - most like iModulons: IdeR",26,0.07322,"5.83e-02",0.02512,"1.00e+00",-0.0481,"5.83e-02"
"corem_441 - most like TFOE.Regulons: Rv3124 (moaR1)",29,0.08416,"6.96e-01",0.03377,"1.00e+00",-0.05039,"6.96e-01"
"corem_499 - most like Regulons: phoY2",17,0.07001,"1.79e-03",0.03732,"1.79e-03",-0.03269,"7.52e-02"
"corem_452 - most like iModulons: Mce3R",9,0.08909,"1.00e+00",0.04424,"1.00e+00",-0.04484,"1.00e+00"
"corem_283 - most like Regulons: Rv1219",11,0.0688,"9.47e-04",-0.03731,"9.47e-04",0.03149,"4.69e-02"
"corem_138 - most like iModulons: LysG",4,0.0887,"1.00e+00",0.03063,"1.00e+00",-0.05807,"1.00e+00"
"corem_279 - most like iModulons: WhiB6",9,0.07101,"3.39e-02",-0.04737,"3.39e-02",0.02364,"1.00e+00"
"corem_47 - most like TFOE.Regulons: Rv0827c (kmtR)",13,0.07304,"1.49e-01",-0.04007,"1.49e-01",0.03297,"1.00e+00"
"corem_400 - most like iModulons: WhiB1",40,0.06661,"4.49e-04",-0.03692,"4.49e-04",0.0297,"1.01e-02"
"corem_213 - most like Regulons: fasR",7,0.08802,"1.00e+00",0.02352,"1.00e+00",-0.0645,"1.00e+00"
"corem_386 - most like iModulons: KstR2",17,0.07323,"2.68e-01",0.02453,"1.00e+00",-0.0487,"2.68e-01"
"corem_184 - most like Regulons: Rv3579c",6,0.07956,"7.65e-01",0.06041,"7.65e-01",-0.01915,"1.00e+00"
"corem_256 - most like TFOE.Regulons: Rv0275c",6,0.07529,"5.16e-01",0.03897,"5.16e-01",-0.03633,"1.00e+00"
"corem_380 - most like Regulons: phoY2",10,0.07526,"5.15e-01",0.04386,"5.29e-01",-0.0314,"5.15e-01"
"corem_51 - most like Regulons: Rv1219",9,0.06723,"8.92e-03",-0.03722,"8.92e-03",0.03,"1.70e-01"
"corem_349 - most like TFOE.Regulons: Rv1404",7,0.08036,"8.90e-01",0.03677,"1.00e+00",-0.04359,"8.90e-01"
"corem_461 - most like iModulons: PhoP",7,0.06737,"1.84e-02",0.0274,"9.75e-02",-0.03997,"1.84e-02"
"corem_455 - most like iModulons: Polyketide Synthase Complex",7,0.07434,"5.12e-01",-0.03013,"1.00e+00",0.04421,"5.12e-01"
"corem_310 - most like Regulons: nadR",5,0.07233,"2.10e-01",0.02685,"1.00e+00",-0.04548,"2.10e-01"
"corem_180 - most like iModulons: Fatty Acid Biosynthesis",6,0.07313,"4.05e-01",0.03856,"4.05e-01",-0.03457,"7.62e-01"
"corem_161 - most like TFOE.Regulons: Rv0681",4,0.08187,"1.00e+00",0.02975,"1.00e+00",-0.05212,"1.00e+00"
"corem_481 - most like iModulons: KstR2",17,0.07273,"3.61e-01",0.02241,"1.00e+00",-0.05033,"3.61e-01"
"corem_64 - most like iModulons: DevR-2",48,0.07853,"1.00e+00",0.044,"1.00e+00",-0.03453,"1.00e+00"
"corem_321 - most like iModulons: IdeR",29,0.0703,"2.61e-01",0.02764,"1.00e+00",-0.04266,"2.61e-01"
"corem_341 - most like Regulons: Rv3840",10,0.07715,"1.00e+00",0.03681,"1.00e+00",-0.04033,"1.00e+00"
"corem_497 - most like iModulons: DevR-2",25,0.07695,"1.00e+00",0.03944,"1.00e+00",-0.03751,"1.00e+00"
"corem_381 - most like Regulons: Rv1219",10,0.06426,"2.57e-02",-0.03817,"2.57e-02",0.0261,"4.94e-01"
"corem_145 - most like iModulons: Rv0681",11,0.06937,"3.25e-01",0.02268,"1.00e+00",-0.0467,"3.25e-01"
"corem_45 - most like Regulons: whiB6",13,0.0638,"1.42e-02",-0.03414,"1.42e-02",0.02966,"8.87e-02"
"corem_338 - most like iModulons: Rv2488c",9,0.07189,"6.95e-01",0.03399,"1.00e+00",-0.0379,"6.95e-01"
"corem_261 - most like Regulons: fasR",6,0.07434,"1.00e+00",0.01135,"1.00e+00",-0.06299,"1.00e+00"
"corem_131 - most like iModulons: BkaR",5,0.07248,"8.45e-01",0.03604,"8.45e-01",-0.03643,"1.00e+00"
"corem_153 - most like iModulons: LysG",4,0.07042,"6.14e-01",0.04266,"6.14e-01",-0.02776,"1.00e+00"
"corem_20 - most like Regulons: Rv3167c",3,0.07048,"6.57e-01",0.04037,"9.84e-01",-0.03012,"6.57e-01"
"corem_300 - most like iModulons: VirS",5,0.06613,"1.57e-01",0.02812,"1.00e+00",-0.03801,"1.57e-01"
"corem_424 - most like Regulons: Rv1219",12,0.06254,"1.56e-02",-0.03119,"1.56e-02",0.03135,"3.52e-02"
"corem_436 - most like Regulons: HPT-2b Induced",41,0.06638,"1.82e-01",0.02677,"1.00e+00",-0.03962,"1.82e-01"
"corem_464 - most like iModulons: MprA",7,0.06251,"1.09e-02",0.03647,"1.09e-02",-0.02604,"8.39e-01"
"corem_365 - most like iModulons: IdeR",17,0.07385,"1.00e+00",0.03106,"1.00e+00",-0.04279,"1.00e+00"
"corem_404 - most like iModulons: Unc_3",6,0.06161,"2.75e-02",0.03623,"2.75e-02",-0.02537,"4.10e-01"
"corem_460 - most like iModulons: Rv1776c+WhiB4",16,0.05874,"1.97e-03",-0.02814,"1.97e-03",0.0306,"2.05e-02"
"corem_557 - most like iModulons: WhiB4",15,0.0666,"4.28e-01",0.03418,"5.71e-01",-0.03242,"4.28e-01"
"corem_99 - most like Regulons: Rv0238",6,0.06097,"5.34e-02",0.01623,"1.00e+00",-0.04473,"5.34e-02"
"corem_205 - most like iModulons: IdeR",28,0.06069,"3.16e-02",0.02645,"1.00e+00",-0.03424,"3.16e-02"
"corem_244 - most like TFOE.Regulons: Rv3833",9,0.07173,"1.00e+00",0.03323,"1.00e+00",-0.03851,"1.00e+00"
"corem_373 - most like iModulons: Rv0681",32,0.06037,"4.91e-02",0.02607,"2.04e-01",-0.0343,"4.91e-02"
"corem_351 - most like Regulons: Rv3579c",7,0.0697,"1.00e+00",-0.01874,"1.00e+00",0.05096,"1.00e+00"
"corem_249 - most like TFOE.Regulons: Rv1674c",6,0.06843,"1.00e+00",0.02919,"1.00e+00",-0.03924,"1.00e+00"
"corem_34 - most like iModulons: Rv2488c",6,0.06142,"2.93e-01",0.02765,"1.00e+00",-0.03377,"2.93e-01"
"corem_541 - most like TFOE.Regulons: Rv1674c",10,0.06732,"1.00e+00",0.03927,"1.00e+00",-0.02805,"1.00e+00"
"corem_41 - most like iModulons: BkaR",9,0.05814,"1.21e-01",-0.02361,"7.09e-01",0.03453,"1.21e-01"
"corem_493 - most like iModulons: Peptidoglycan Biosynthesis",20,0.05472,"3.51e-03",-0.02823,"3.51e-03",0.02648,"3.01e-02"
"corem_125 - most like TFOE.Regulons: Rv0182c (sigG)",4,0.0672,"1.00e+00",0.01711,"1.00e+00",-0.0501,"1.00e+00"
"corem_487 - most like iModulons: WhiB1",47,0.05381,"4.47e-04",-0.02948,"4.47e-04",0.02433,"3.95e-03"
"corem_427 - most like TFOE.Regulons: Rv2374c (hrcA)",15,0.06611,"1.00e+00",0.02491,"1.00e+00",-0.0412,"1.00e+00"
"corem_438 - most like iModulons: DevR-2",43,0.06548,"1.00e+00",0.03609,"1.00e+00",-0.02939,"1.00e+00"
"corem_112 - most like TFOE.Regulons: Rv3862c (whiB6)",5,0.0574,"2.89e-01",0.03014,"2.89e-01",-0.02726,"4.17e-01"
"corem_425 - most like iModulons: SigH",11,0.06507,"1.00e+00",0.03543,"1.00e+00",-0.02964,"1.00e+00"
"corem_552 - most like iModulons: IdeR",12,0.06489,"1.00e+00",0.03008,"1.00e+00",-0.03481,"1.00e+00"
"corem_290 - most like TFOE.Regulons: Rv0674",5,0.05838,"4.53e-01",0.03229,"4.53e-01",-0.0261,"1.00e+00"
"corem_550 - most like iModulons: Fatty Acid Biosynthesis",11,0.05631,"2.15e-01",-0.02973,"3.14e-01",0.02658,"2.15e-01"
"corem_237 - most like iModulons: BkaR",12,0.05556,"1.57e-01",-0.02954,"1.57e-01",0.02602,"1.00e+00"
"corem_378 - most like Regulons: Rv3579c",10,0.06248,"9.59e-01",0.03273,"9.59e-01",-0.02975,"1.00e+00"
"corem_453 - most like iModulons: Unc_1",9,0.06416,"1.00e+00",0.01292,"1.00e+00",-0.05125,"1.00e+00"
