"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"Fumarate Reductase: iModulon enriched with the Fumarate Reductase Gene Ontology term",32,0.04241,"1.00e+00",0.01726,"1.00e+00",-0.02514,"1.00e+00"
"Mce1R: Transcription factor that regulates the mce1 virulence operon",15,0.03233,"6.68e-01",0.01651,"1.00e+00",-0.01582,"6.68e-01"
"Mycofactocin Synthesis Pathway: Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism",6,0.03758,"1.00e+00",0.02106,"1.00e+00",-0.01652,"1.00e+00"
"Nicotinate Metabolism: iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway",10,0.03641,"1.00e+00",0.00579,"1.00e+00",-0.03062,"1.00e+00"
"Unc_7: Uncharacterized iModulon 7",15,0.03565,"1.00e+00",0.00403,"1.00e+00",-0.03162,"1.00e+00"
"Positive Regulation of Growth: iModulon enriched with the Positive Regulation of Growth Gene Ontology term",26,0.03138,"1.00e+00",0.01061,"1.00e+00",-0.02077,"1.00e+00"
"EccE1 KO: Single Gene iModulon that captures EccE1 knockout",2,0.03013,"1.00e+00",-0.00982,"1.00e+00",0.02032,"1.00e+00"
"SG_11: Single Gene iModulon 11",6,0.0207,"9.81e-01",-0.05847,"1.00e+00",-0.09988,"9.81e-01"
"Salicylate Induced: Manually annotated iModulon where genes were found to change expression when exposed to salicylate",2,0.02935,"1.00e+00",0.0201,"1.00e+00",-0.00925,"1.00e+00"
"Peptidoglycan Biosynthesis: iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway",8,0.02817,"1.00e+00",-0.01577,"1.00e+00",0.0124,"1.00e+00"
"GroEL-GroES Complex: Gene Ontology Term specific to the bacterial chaperonin complex",8,0.02701,"1.00e+00",-0.01852,"1.00e+00",0.00849,"1.00e+00"
"BkaR: Transcription factor that regulates genes related to branched-chain keto-acid metabolism",8,0.02142,"1.00e+00",0.02104,"1.00e+00",-0.00038,"1.00e+00"
"MprA: Transcription factor that regulates multiple stress responsive genes",7,0.0201,"1.00e+00",0.00911,"1.00e+00",-0.01099,"1.00e+00"
"Central Carbon Metabolism: iModulon enriched with the Central Carbon Metabolism KEGG pathway",27,0.02008,"1.00e+00",0.00723,"1.00e+00",-0.01285,"1.00e+00"
"LysG: Transcription factor that controls the expression of LysE and requires lysine or histidine for activation",7,0.01778,"1.00e+00",0.03695,"1.00e+00",0.00138,"1.00e+00"
"WhiB4: Redox-Responsive transcription regulator that regulates protection response during infection",94,0.01718,"1.00e+00",0.00696,"1.00e+00",-0.01022,"1.00e+00"
"Fatty Acid Biosynthesis: iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",21,0.01493,"1.00e+00",0.00539,"1.00e+00",-0.00954,"1.00e+00"
"IniR: Transcription factor that regulates the expression of the ini operon (iniBAC)",3,0.01469,"1.00e+00",-0.00015,"1.00e+00",0.01454,"1.00e+00"
"Unc_4: Uncharacterized iModulon 4",22,0.01341,"1.00e+00",0.00023,"1.00e+00",-0.01318,"1.00e+00"
"SG_2: Single Gene iModulon 2",2,0.0132,"1.00e+00",-0.06384,"1.00e+00",-0.09024,"1.00e+00"
"Rv1776c+WhiB4: iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon",21,0.01273,"1.00e+00",-0.00461,"1.00e+00",0.00812,"1.00e+00"
"Unc_1: Uncharacterized iModulon 1",3,0.0082,"1.00e+00",-0.0067,"1.00e+00",-0.0231,"1.00e+00"
"Rv1828/SigH: iModulon that maps to the union of the Rv1828 and Rv3223c regulons",61,0.00735,"1.00e+00",-0.00655,"1.00e+00",0.00079,"1.00e+00"
"Rv2621c: iModulon labeled with predicted regulon with unknown function",6,0.00673,"1.00e+00",-0.00442,"1.00e+00",0.0023,"1.00e+00"
"WhiB7: Transcription factor that connects systems for redox homeostasis and antibiotic resistance",8,0.00631,"1.00e+00",-0.00688,"1.00e+00",-0.0195,"1.00e+00"
"Unc_3: Uncharacterized iModulon 3",16,0.00392,"1.00e+00",0.002,"1.00e+00",-0.00191,"1.00e+00"
"SigD: Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence",55,0.00362,"1.00e+00",0.00494,"1.00e+00",0.01219,"1.00e+00"
"EspL KO: Single Gene iModulon that captures EspL knockout",2,0.00279,"1.00e+00",-0.04875,"1.00e+00",-0.04318,"1.00e+00"
"Zur: Transcription factor that is activated by and regulates the metabolism of zinc",20,0.00129,"1.00e+00",-0.0174,"1.00e+00",-0.01482,"1.00e+00"
"Sulfur Metabolism: Kegg Map that displays the transport and metabolism of sulfur",9,0.00128,"1.00e+00",-0.00207,"1.00e+00",-0.00463,"1.00e+00"
"Unc_5: Uncharacterized iModulon 5",10,0.00018,"1.00e+00",0.00785,"1.00e+00",0.00822,"1.00e+00"
