"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"hypoxia_late: top 25 genes",25,0.03218,"4.33e-01",-0.00609,"1.00e+00",-0.07046,"4.33e-01"
"ctl_stationary: top 10 genes",10,0.03925,"1.00e+00",0.00203,"1.00e+00",-0.03722,"1.00e+00"
"hypoxia_rar: top 100 genes",79,0.02939,"2.19e-01",-0.01621,"2.19e-01",0.01318,"1.00e+00"
"ctl_stationary: top 5 genes",5,0.03893,"1.00e+00",0.01724,"1.00e+00",-0.02169,"1.00e+00"
"hypoxia_hypoxic: top 50 genes",50,0.03517,"1.00e+00",0.01448,"1.00e+00",-0.02068,"1.00e+00"
"ctl_exponential: top 5 genes",5,0.03464,"1.00e+00",0.02894,"1.00e+00",-0.0057,"1.00e+00"
"acidic: top 50 genes",50,0.0296,"1.00e+00",0.00909,"1.00e+00",-0.02051,"1.00e+00"
"ctl_stationary: top 25 genes",25,0.02957,"1.00e+00",0.00214,"1.00e+00",-0.02743,"1.00e+00"
"butyrate_plus_glucose: top 50 genes",50,0.02854,"1.00e+00",0.00733,"1.00e+00",-0.02121,"1.00e+00"
"hypoxia_hypoxic: top 100 genes",57,0.02756,"1.00e+00",0.01045,"1.00e+00",-0.01711,"1.00e+00"
"zinc_limitation: top 100 genes",100,0.0269,"1.00e+00",-0.01355,"1.00e+00",0.01335,"1.00e+00"
"low_iron: top 50 genes",50,0.02646,"1.00e+00",0.01222,"1.00e+00",-0.01424,"1.00e+00"
"tyloxopol: top 25 genes",25,0.02525,"1.00e+00",0.00513,"1.00e+00",-0.02012,"1.00e+00"
"low_iron: top 100 genes",100,0.02473,"1.00e+00",0.01039,"1.00e+00",-0.01433,"1.00e+00"
"microaerophilic: top 100 genes",100,0.02421,"1.00e+00",-0.01253,"1.00e+00",0.01168,"1.00e+00"
"hypoxia_late: top 10 genes",10,0.02351,"1.00e+00",-0.01153,"1.00e+00",-0.05854,"1.00e+00"
"butyrate: top 5 genes",5,0.02296,"1.00e+00",0.01289,"1.00e+00",-0.01007,"1.00e+00"
"INDIGO_exponential: top 25 genes",25,0.02244,"1.00e+00",0.00984,"1.00e+00",-0.0126,"1.00e+00"
"INDIGO_exponential: top 100 genes",100,0.02167,"1.00e+00",0.0091,"1.00e+00",-0.01257,"1.00e+00"
"butyrate_plus_glucose: top 100 genes",60,0.02053,"1.00e+00",0.00447,"1.00e+00",-0.01605,"1.00e+00"
"tyloxopol: top 100 genes",100,0.01951,"1.00e+00",0.00856,"1.00e+00",-0.01095,"1.00e+00"
"tyloxopol: top 5 genes",5,0.01831,"1.00e+00",-0.01994,"1.00e+00",-0.05657,"1.00e+00"
"tyloxopol: top 10 genes",10,0.01804,"1.00e+00",-0.00064,"1.00e+00",-0.03672,"1.00e+00"
"ctl_stationary: top 50 genes",50,0.01681,"1.00e+00",0,"1.00e+00",-0.01681,"1.00e+00"
"microaerophilic: top 50 genes",50,0.01455,"1.00e+00",-0.00753,"1.00e+00",0.00702,"1.00e+00"
"INDIGO_exponential: top 50 genes",50,0.0145,"1.00e+00",0.00519,"1.00e+00",-0.00931,"1.00e+00"
"zinc_limitation: top 50 genes",50,0.01437,"1.00e+00",-0.00662,"1.00e+00",0.00774,"1.00e+00"
"acidic: top 100 genes",100,0.0139,"1.00e+00",0.00448,"1.00e+00",-0.00942,"1.00e+00"
"tyloxopol: top 50 genes",50,0.01374,"1.00e+00",0.00395,"1.00e+00",-0.00979,"1.00e+00"
"high_iron: top 25 genes",25,0.01248,"1.00e+00",0.00133,"1.00e+00",-0.01116,"1.00e+00"
"high_iron: top 100 genes",100,0.01095,"1.00e+00",-0.00798,"1.00e+00",0.00297,"1.00e+00"
"ctl_exponential: top 50 genes",50,0.00685,"1.00e+00",0.00629,"1.00e+00",-0.00056,"1.00e+00"
"hypoxia_late: top 5 genes",5,0.00388,"1.00e+00",-0.04891,"1.00e+00",-0.04116,"1.00e+00"
"zinc_limitation: top 25 genes",25,0.00354,"1.00e+00",-7e-04,"1.00e+00",-0.00777,"1.00e+00"
"ctl_stationary: top 100 genes",100,0.00348,"1.00e+00",-0.00251,"1.00e+00",-0.00947,"1.00e+00"
"microaerophilic: top 25 genes",25,0.00236,"1.00e+00",-5e-05,"1.00e+00",-0.00477,"1.00e+00"
"ctl_exponential: top 100 genes",79,0.00161,"1.00e+00",0.00368,"1.00e+00",0.00046,"1.00e+00"
"ctl_exponential: top 10 genes",10,0.00153,"1.00e+00",0.00695,"1.00e+00",0.0039,"1.00e+00"
"ctl_exponential: top 25 genes",25,0.00062,"1.00e+00",-0.00279,"1.00e+00",-0.00155,"1.00e+00"
"high_iron: top 50 genes",50,0.00036,"1.00e+00",-0.00426,"1.00e+00",-0.00498,"1.00e+00"
