"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"Utilization of Ketone Bodies",2,0.13559,"2.22e-03",0.07832,"2.22e-03",-0.05727,"3.03e-01"
"Homology Directed Repair",2,0.13992,"1.68e-01",-0.07452,"4.91e-01",0.0654,"1.68e-01"
"Tat-mediated elongation of the HIV-1 transcript",2,0.1587,"4.47e-01",-0.07745,"8.20e-01",0.08125,"4.47e-01"
"Translesion synthesis by POLK",2,0.13992,"1.68e-01",-0.07452,"4.91e-01",0.0654,"1.68e-01"
"TP53 Regulates Transcription of DNA Repair Genes",2,0.1587,"4.47e-01",-0.07745,"8.20e-01",0.08125,"4.47e-01"
"Translesion synthesis by REV1",2,0.13992,"1.68e-01",-0.07452,"4.91e-01",0.0654,"1.68e-01"
"Synthesis of glycosylphosphatidylinositol (GPI)",2,0.11462,"6.17e-02",0.04624,"1.00e+00",-0.06838,"6.17e-02"
"Transcription of the HIV genome",2,0.1587,"4.47e-01",-0.07745,"8.20e-01",0.08125,"4.47e-01"
"trans-Golgi Network Vesicle Budding",2,0.13769,"2.46e-01",0.0619,"2.46e-01",-0.07578,"2.52e-01"
"Cytosolic tRNA aminoacylation",2,0.12511,"3.27e-01",-0.04261,"1.00e+00",0.0825,"3.27e-01"
"Endogenous sterols",3,0.10285,"8.78e-02",0.06523,"8.78e-02",-0.03762,"1.00e+00"
"Vesicle-mediated transport",4,0.10636,"1.64e-01",0.05013,"1.64e-01",-0.05623,"2.66e-01"
"Gap-filling DNA repair synthesis and ligation in TC-NER",5,0.10678,"4.11e-01",-0.0575,"4.11e-01",0.04928,"5.19e-01"
"Nucleotide Excision Repair",5,0.10678,"4.11e-01",-0.0575,"4.11e-01",0.04928,"5.19e-01"
"Transcription-Coupled Nucleotide Excision Repair (TC-NER)",5,0.10678,"4.11e-01",-0.0575,"4.11e-01",0.04928,"5.19e-01"
"Amino acid transport across the plasma membrane",3,0.09825,"2.48e-01",0.04708,"3.82e-01",-0.05117,"2.48e-01"
"Chromosome Maintenance",3,0.11225,"5.40e-01",-0.06417,"5.40e-01",0.04808,"1.00e+00"
"Telomere Maintenance",3,0.11225,"5.40e-01",-0.06417,"5.40e-01",0.04808,"1.00e+00"
"Glycerophospholipid biosynthesis",9,0.08691,"3.88e-03",0.04113,"3.88e-03",-0.04579,"8.13e-02"
"Dual Incision in GG-NER",3,0.09093,"3.15e-01",-0.04495,"1.00e+00",0.04599,"3.15e-01"
"Keratan sulfate degradation",2,0.08948,"3.40e-01",0.02328,"1.00e+00",-0.0662,"3.40e-01"
"Keratan sulfate/keratin metabolism",2,0.08948,"3.40e-01",0.02328,"1.00e+00",-0.0662,"3.40e-01"
"Plasma lipoprotein assembly, remodeling, and clearance",5,0.1006,"5.79e-01",0.04444,"1.00e+00",-0.05616,"5.79e-01"
"Cytochrome P450 - arranged by substrate type",5,0.08746,"4.33e-01",0.03975,"1.00e+00",-0.04771,"4.33e-01"
"Estrogen biosynthesis",2,0.11362,"1.00e+00",0.05567,"1.00e+00",-0.05795,"1.00e+00"
"Translesion Synthesis by POLH",2,0.08162,"1.42e-02",-0.04743,"9.65e-01",0.0342,"1.42e-02"
"Cholesterol biosynthesis",5,0.08185,"1.75e-01",0.03764,"1.00e+00",-0.04421,"1.75e-01"
"Regulation of insulin secretion",2,0.09239,"7.06e-01",0.03854,"1.00e+00",-0.05385,"7.06e-01"
"Post-translational modification: synthesis of GPI-anchored proteins",3,0.07807,"1.10e-01",0.02697,"1.00e+00",-0.05109,"1.10e-01"
"DNA Damage Bypass",4,0.0855,"5.76e-01",-0.06081,"5.76e-01",0.02469,"1.00e+00"
"Metabolism of fat-soluble vitamins",2,0.09781,"1.00e+00",0.04891,"1.00e+00",-0.0489,"1.00e+00"
"Pyrophosphate hydrolysis",2,0.09042,"8.46e-01",-0.02338,"1.00e+00",0.06705,"8.46e-01"
"Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template",4,0.0855,"5.76e-01",-0.06081,"5.76e-01",0.02469,"1.00e+00"
"Beta oxidation of myristoyl-CoA to lauroyl-CoA",3,0.0754,"8.28e-02",0.03358,"3.34e-01",-0.04182,"8.28e-02"
"Aspirin ADME",2,0.09194,"1.00e+00",0.02708,"1.00e+00",-0.06485,"1.00e+00"
"Phospholipid metabolism",11,0.07366,"6.88e-02",0.03068,"1.94e-01",-0.04298,"6.88e-02"
"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",2,0.08501,"6.41e-01",0.02817,"1.00e+00",-0.05684,"6.41e-01"
"Synthesis of UDP-N-acetyl-glucosamine",2,0.07267,"9.07e-02",0.03057,"9.07e-02",-0.0421,"3.86e-01"
"Termination of translesion DNA synthesis",3,0.08481,"8.01e-01",-0.06275,"8.01e-01",0.02206,"1.00e+00"
"Synthesis of very long-chain fatty acyl-CoAs",4,0.07545,"4.23e-01",0.03638,"5.30e-01",-0.03907,"4.23e-01"
"Translesion synthesis by POLI",3,0.08481,"8.01e-01",-0.06275,"8.01e-01",0.02206,"1.00e+00"
"Molybdenum cofactor biosynthesis",5,0.08568,"1.00e+00",0.05386,"1.00e+00",-0.03182,"1.00e+00"
"Aspartate and asparagine metabolism",2,0.07909,"5.77e-01",-0.03801,"5.77e-01",0.04108,"6.91e-01"
"rRNA modification in the mitochondrion",2,0.06654,"1.31e-02",-0.04309,"1.31e-02",0.02345,"1.00e+00"
"HIV Life Cycle",3,0.08468,"1.00e+00",-0.04616,"1.00e+00",0.03852,"1.00e+00"
"Diseases of signal transduction by growth factor receptors and second messengers",7,0.06958,"4.24e-01",-0.04034,"4.24e-01",0.02923,"9.49e-01"
"Activation of gene expression by SREBF (SREBP)",3,0.08149,"1.00e+00",-0.04854,"1.00e+00",0.03295,"1.00e+00"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)",3,0.08149,"1.00e+00",-0.04854,"1.00e+00",0.03295,"1.00e+00"
"DNA Damage Reversal",2,0.07966,"1.00e+00",-0.02587,"1.00e+00",0.05378,"1.00e+00"
"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand",2,0.06854,"4.53e-01",-0.03151,"4.53e-01",0.03703,"6.60e-01"
"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",3,0.07594,"1.00e+00",0.02104,"1.00e+00",-0.0549,"1.00e+00"
"Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA",5,0.0617,"1.12e-01",0.02868,"1.12e-01",-0.03302,"2.46e-01"
"Interleukin-12 family signaling",3,0.07594,"1.00e+00",0.02104,"1.00e+00",-0.0549,"1.00e+00"
"Glycosaminoglycan metabolism",3,0.06761,"4.59e-01",0.01757,"1.00e+00",-0.05004,"4.59e-01"
"Interleukin-12 signaling",3,0.07594,"1.00e+00",0.02104,"1.00e+00",-0.0549,"1.00e+00"
"Mucopolysaccharidoses",3,0.06761,"4.59e-01",0.01757,"1.00e+00",-0.05004,"4.59e-01"
"Formation of xylulose-5-phosphate",2,0.07162,"8.56e-01",0.03747,"1.00e+00",-0.03415,"8.56e-01"
"Vitamin B5 (pantothenate) metabolism",4,0.07181,"9.42e-01",-0.03836,"9.42e-01",0.03345,"1.00e+00"
"Synthesis, secretion, and deacylation of Ghrelin",2,0.07345,"1.00e+00",0.02785,"1.00e+00",-0.04559,"1.00e+00"
"Cytokine Signaling in Immune system",8,0.07071,"9.72e-01",0.03017,"9.72e-01",-0.04054,"1.00e+00"
"Gap-filling DNA repair synthesis and ligation in GG-NER",3,0.07217,"1.00e+00",-0.04421,"1.00e+00",0.02796,"1.00e+00"
"The canonical retinoid cycle in rods (twilight vision)",4,0.06235,"5.17e-01",0.05082,"5.17e-01",-0.01153,"1.00e+00"
"Transport of inorganic cations/anions and amino acids/oligopeptides",8,0.06826,"9.50e-01",0.03727,"9.50e-01",-0.031,"1.00e+00"
"Galactose catabolism",2,0.07042,"1.00e+00",0.0436,"1.00e+00",-0.02682,"1.00e+00"
"Synthesis of PA",4,0.05502,"9.53e-02",0.03036,"9.53e-02",-0.02466,"3.44e-01"
"Sensory Perception",6,0.06263,"8.61e-01",0.04195,"8.61e-01",-0.02068,"1.00e+00"
"Visual phototransduction",6,0.06263,"8.61e-01",0.04195,"8.61e-01",-0.02068,"1.00e+00"
"Acyl chain remodeling of CL",2,0.05906,"5.49e-01",0.02481,"1.00e+00",-0.03424,"5.49e-01"
"Diseases of carbohydrate metabolism",6,0.05679,"3.13e-01",0.02226,"1.00e+00",-0.03453,"3.13e-01"
"Antimicrobial peptides",3,0.05711,"3.68e-01",-0.04515,"3.68e-01",0.01196,"1.00e+00"
"Beta oxidation of palmitoyl-CoA to myristoyl-CoA",2,0.05906,"5.49e-01",0.02481,"1.00e+00",-0.03424,"5.49e-01"
"Glycogen synthesis",2,0.05864,"4.82e-01",0.02483,"4.82e-01",-0.03381,"8.70e-01"
"rRNA processing in the mitochondrion",3,0.05974,"6.86e-01",-0.0278,"8.10e-01",0.03194,"6.86e-01"
"Alpha-oxidation of phytanate",4,0.06338,"1.00e+00",0.02325,"1.00e+00",-0.04013,"1.00e+00"
"Potential therapeutics for SARS",3,0.05313,"1.53e-01",-0.02924,"1.53e-01",0.02389,"6.87e-01"
"Biosynthesis of DHA-derived SPMs",2,0.06249,"1.00e+00",0.00621,"1.00e+00",-0.05628,"1.00e+00"
"Biosynthesis of maresins",2,0.06249,"1.00e+00",0.00621,"1.00e+00",-0.05628,"1.00e+00"
"Metabolism of steroid hormones",5,0.05998,"9.87e-01",0.03279,"9.87e-01",-0.0272,"1.00e+00"
"Biosynthesis of specialized proresolving mediators (SPMs)",2,0.06249,"1.00e+00",0.00621,"1.00e+00",-0.05628,"1.00e+00"
"Protein repair",3,0.05938,"1.00e+00",0.04003,"1.00e+00",-0.01935,"1.00e+00"
"DNA Repair",17,0.05095,"1.48e-01",-0.03192,"1.48e-01",0.01903,"1.00e+00"
"Protein methylation",4,0.05632,"8.06e-01",-0.04106,"8.06e-01",0.01526,"1.00e+00"
"Binding and Uptake of Ligands by Scavenger Receptors",2,0.05806,"1.00e+00",0.02761,"1.00e+00",-0.03045,"1.00e+00"
"NFE2L2 regulates pentose phosphate pathway genes",3,0.05396,"7.38e-01",0.02051,"1.00e+00",-0.03345,"7.38e-01"
"Scavenging by Class A Receptors",2,0.05806,"1.00e+00",0.02761,"1.00e+00",-0.03045,"1.00e+00"
"Cardiac conduction",2,0.05796,"1.00e+00",0.02827,"1.00e+00",-0.02969,"1.00e+00"
"Ion influx/efflux at host-pathogen interface",2,0.05423,"8.26e-01",-0.04446,"8.26e-01",0.00977,"1.00e+00"
"Metabolism of Angiotensinogen to Angiotensins",2,0.05796,"1.00e+00",0.02827,"1.00e+00",-0.02969,"1.00e+00"
"Arachidonate production from DAG",2,0.05338,"8.23e-01",0.04409,"8.23e-01",-0.0093,"1.00e+00"
"Physiological factors",2,0.05796,"1.00e+00",0.02827,"1.00e+00",-0.02969,"1.00e+00"
"Effects of PIP2 hydrolysis",2,0.05338,"8.23e-01",0.04409,"8.23e-01",-0.0093,"1.00e+00"
"Mitochondrial calcium ion transport",3,0.04995,"3.48e-01",-0.02643,"3.48e-01",0.02351,"6.16e-01"
"G alpha (q) signalling events",2,0.05338,"8.23e-01",0.04409,"8.23e-01",-0.0093,"1.00e+00"
"Processing of SMDT1",3,0.04995,"3.48e-01",-0.02643,"3.48e-01",0.02351,"6.16e-01"
"Sulfide oxidation to sulfate",3,0.05485,"1.00e+00",0.0467,"1.00e+00",-0.00815,"1.00e+00"
"Fatty acid metabolism",34,0.04492,"1.88e-02",0.01838,"7.61e-01",-0.02653,"1.88e-02"
"Ub-specific processing proteases",2,0.05077,"6.44e-01",0.02259,"6.44e-01",-0.02818,"1.00e+00"
"Glycogen breakdown (glycogenolysis)",2,0.05133,"9.37e-01",-0.03601,"9.37e-01",0.01531,"1.00e+00"
"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA",4,0.0501,"7.02e-01",0.02307,"7.02e-01",-0.02703,"1.00e+00"
"Beta oxidation of octanoyl-CoA to hexanoyl-CoA",4,0.0501,"7.02e-01",0.02307,"7.02e-01",-0.02703,"1.00e+00"
"HIV Infection",4,0.05286,"1.00e+00",-0.02996,"1.00e+00",0.0229,"1.00e+00"
"Global Genome Nucleotide Excision Repair (GG-NER)",4,0.05236,"1.00e+00",-0.0296,"1.00e+00",0.02276,"1.00e+00"
"alpha-linolenic (omega3) and linoleic (omega6) acid metabolism",5,0.05195,"1.00e+00",0.02569,"1.00e+00",-0.02626,"1.00e+00"
"alpha-linolenic acid (ALA) metabolism",5,0.05195,"1.00e+00",0.02569,"1.00e+00",-0.02626,"1.00e+00"
"Influenza Infection",9,0.05121,"1.00e+00",-0.03136,"1.00e+00",0.01985,"1.00e+00"
"Cellular response to mitochondrial stress",2,0.04737,"6.57e-01",-0.02853,"6.57e-01",0.01885,"9.65e-01"
"Glutathione conjugation",4,0.04817,"8.62e-01",-0.03468,"8.62e-01",0.01349,"1.00e+00"
"Influenza Viral RNA Transcription and Replication",9,0.05121,"1.00e+00",-0.03136,"1.00e+00",0.01985,"1.00e+00"
"Glutathione synthesis and recycling",4,0.04817,"8.62e-01",-0.03468,"8.62e-01",0.01349,"1.00e+00"
"SLC transporter disorders",6,0.05108,"1.00e+00",0.02478,"1.00e+00",-0.0263,"1.00e+00"
"Metabolism of lipids",67,0.04118,"1.55e-04",0.01458,"1.00e+00",-0.0266,"1.55e-04"
"Cell recruitment (pro-inflammatory response)",2,0.0447,"5.91e-01",-0.01857,"1.00e+00",0.02613,"5.91e-01"
"Inflammasomes",2,0.0447,"5.91e-01",-0.01857,"1.00e+00",0.02613,"5.91e-01"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",2,0.0447,"5.91e-01",-0.01857,"1.00e+00",0.02613,"5.91e-01"
"Transcriptional Regulation by TP53",12,0.04607,"9.69e-01",-0.02863,"9.69e-01",0.01744,"1.00e+00"
"Purinergic signaling in leishmaniasis infection",2,0.0447,"5.91e-01",-0.01857,"1.00e+00",0.02613,"5.91e-01"
"The NLRP3 inflammasome",2,0.0447,"5.91e-01",-0.01857,"1.00e+00",0.02613,"5.91e-01"
"Sphingolipid catabolism",2,0.04048,"6.26e-02",-0.02042,"1.00e+00",0.02006,"6.26e-02"
"Ketone body metabolism",3,0.04802,"1.00e+00",0.02268,"1.00e+00",-0.02534,"1.00e+00"
"Plasma lipoprotein remodeling",2,0.04798,"1.00e+00",0.04056,"1.00e+00",-0.00743,"1.00e+00"
"NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux",2,0.04755,"1.00e+00",0.01019,"1.00e+00",-0.03736,"1.00e+00"
"Epigenetic regulation of gene expression",2,0.04683,"1.00e+00",0.03087,"1.00e+00",-0.01596,"1.00e+00"
"Azathioprine ADME",5,0.04571,"1.00e+00",-0.00402,"1.00e+00",0.04169,"1.00e+00"
"Neurotransmitter release cycle",3,0.04565,"1.00e+00",0.02261,"1.00e+00",-0.02304,"1.00e+00"
"Phase I - Functionalization of compounds",14,0.04506,"1.00e+00",0.02327,"1.00e+00",-0.02179,"1.00e+00"
"Diseases of DNA repair",4,0.04241,"7.52e-01",-0.02752,"7.52e-01",0.01489,"1.00e+00"
"Unfolded Protein Response (UPR)",2,0.04163,"7.28e-01",-0.0273,"7.28e-01",0.01433,"1.00e+00"
"Sphingolipid metabolism",7,0.04124,"6.25e-01",-0.03143,"6.25e-01",0.00982,"1.00e+00"
"mitochondrial fatty acid beta-oxidation of saturated fatty acids",6,0.04312,"9.14e-01",0.01944,"9.14e-01",-0.02368,"9.45e-01"
"Glycosphingolipid metabolism",5,0.04155,"7.88e-01",-0.03583,"7.88e-01",0.00572,"1.00e+00"
"Ubiquinol biosynthesis",3,0.04433,"1.00e+00",-0.01783,"1.00e+00",0.0265,"1.00e+00"
"SLC-mediated transmembrane transport",14,0.04421,"1.00e+00",0.02091,"1.00e+00",-0.0233,"1.00e+00"
"Fatty acyl-CoA biosynthesis",8,0.04414,"1.00e+00",0.01527,"1.00e+00",-0.02886,"1.00e+00"
"Muscle contraction",4,0.04411,"1.00e+00",0.0166,"1.00e+00",-0.02751,"1.00e+00"
"Transmission across Chemical Synapses",7,0.04382,"1.00e+00",0.01489,"1.00e+00",-0.02893,"1.00e+00"
"Mitochondrial protein import",7,0.04257,"1.00e+00",0.00857,"1.00e+00",-0.03401,"1.00e+00"
"Signaling by Nuclear Receptors",13,0.0413,"1.00e+00",-0.0296,"1.00e+00",0.0117,"1.00e+00"
"NR1H2 and NR1H3-mediated signaling",4,0.04117,"1.00e+00",-0.02697,"1.00e+00",0.0142,"1.00e+00"
"Dopamine clearance from the synaptic cleft",2,0.04055,"1.00e+00",-0.0268,"1.00e+00",0.01375,"1.00e+00"
"Enzymatic degradation of dopamine by COMT",2,0.04055,"1.00e+00",-0.0268,"1.00e+00",0.01375,"1.00e+00"
"Sulfur amino acid metabolism",11,0.04044,"1.00e+00",0.02609,"1.00e+00",-0.01436,"1.00e+00"
"Ion channel transport",4,0.04015,"1.00e+00",0.017,"1.00e+00",-0.02315,"1.00e+00"
"Peroxisomal lipid metabolism",11,0.03987,"1.00e+00",0.01619,"1.00e+00",-0.02368,"1.00e+00"
"Disorders of transmembrane transporters",11,0.0395,"1.00e+00",0.01376,"1.00e+00",-0.02573,"1.00e+00"
"Degradation of cysteine and homocysteine",6,0.03937,"1.00e+00",0.03844,"1.00e+00",-0.00092,"1.00e+00"
"Heparan sulfate/heparin (HS-GAG) metabolism",2,0.03857,"1.00e+00",0.00103,"1.00e+00",-0.03753,"1.00e+00"
"HS-GAG degradation",2,0.03857,"1.00e+00",0.00103,"1.00e+00",-0.03753,"1.00e+00"
"Metabolism of steroids",16,0.03846,"1.00e+00",0.01634,"1.00e+00",-0.02212,"1.00e+00"
"Diseases associated with visual transduction",3,0.03821,"1.00e+00",0.03511,"1.00e+00",-0.0031,"1.00e+00"
"Diseases of the neuronal system",3,0.03821,"1.00e+00",0.03511,"1.00e+00",-0.0031,"1.00e+00"
"Retinoid cycle disease events",3,0.03821,"1.00e+00",0.03511,"1.00e+00",-0.0031,"1.00e+00"
"Triglyceride catabolism",2,0.03793,"1.00e+00",0.02293,"1.00e+00",-0.01499,"1.00e+00"
"PPARA activates gene expression",2,0.0337,"6.63e-01",-0.00251,"1.00e+00",-0.06992,"6.63e-01"
"Sialic acid metabolism",3,0.03708,"1.00e+00",0.01192,"1.00e+00",-0.02516,"1.00e+00"
"Regulation of lipid metabolism by PPARalpha",2,0.0337,"6.63e-01",-0.00251,"1.00e+00",-0.06992,"6.63e-01"
"RHO GTPase cycle",9,0.03686,"1.00e+00",0.01849,"1.00e+00",-0.01837,"1.00e+00"
"Signaling by Rho GTPases",9,0.03686,"1.00e+00",0.01849,"1.00e+00",-0.01837,"1.00e+00"
"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",9,0.03686,"1.00e+00",0.01849,"1.00e+00",-0.01837,"1.00e+00"
"Purine ribonucleoside monophosphate biosynthesis",9,0.03263,"7.94e-01",-0.00917,"1.00e+00",0.02346,"7.94e-01"
"Pyrimidine catabolism",2,0.03647,"1.00e+00",-0.0276,"1.00e+00",0.00887,"1.00e+00"
"Platelet activation, signaling and aggregation",6,0.03646,"1.00e+00",0.02156,"1.00e+00",-0.0149,"1.00e+00"
"tRNA processing in the mitochondrion",2,0.03636,"1.00e+00",-0.01249,"1.00e+00",0.02387,"1.00e+00"
"Mitochondrial Fatty Acid Beta-Oxidation",14,0.03236,"7.99e-01",0.01269,"1.00e+00",-0.01967,"7.99e-01"
"GPCR downstream signalling",3,0.03598,"1.00e+00",0.02353,"1.00e+00",-0.01244,"1.00e+00"
"Signaling by GPCR",3,0.03598,"1.00e+00",0.02353,"1.00e+00",-0.01244,"1.00e+00"
"Neurotransmitter clearance",4,0.03589,"1.00e+00",0.01115,"1.00e+00",-0.02475,"1.00e+00"
"Protein localization",27,0.03086,"5.70e-01",0.00852,"1.00e+00",-0.02234,"5.70e-01"
"Detoxification of Reactive Oxygen Species",7,0.03559,"1.00e+00",0.02151,"1.00e+00",-0.01408,"1.00e+00"
"Triglyceride biosynthesis",2,0.03531,"1.00e+00",-0.01456,"1.00e+00",0.02075,"1.00e+00"
"Signaling by Interleukins",6,0.03531,"1.00e+00",0.00908,"1.00e+00",-0.02624,"1.00e+00"
"POLB-Dependent Long Patch Base Excision Repair",2,0.03529,"1.00e+00",0.01356,"1.00e+00",-0.02173,"1.00e+00"
"ChREBP activates metabolic gene expression",3,0.03525,"1.00e+00",-0.01828,"1.00e+00",0.01697,"1.00e+00"
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",4,0.03028,"7.11e-01",-0.01718,"7.11e-01",0.0131,"1.00e+00"
"Mitochondrial translation termination",28,0.03489,"1.00e+00",-0.0197,"1.00e+00",0.01519,"1.00e+00"
"Glycogen storage diseases",2,0.03463,"1.00e+00",0.01898,"1.00e+00",-0.01565,"1.00e+00"
"Regulation of ornithine decarboxylase (ODC)",2,0.02899,"3.65e-01",0.0126,"1.00e+00",-0.01639,"3.65e-01"
"Coenzyme A biosynthesis",2,0.03404,"1.00e+00",-0.01143,"1.00e+00",0.02262,"1.00e+00"
"Pyrimidine salvage",4,0.03395,"1.00e+00",0.0149,"1.00e+00",-0.01905,"1.00e+00"
"rRNA modification in the nucleus and cytosol",4,0.03325,"1.00e+00",-0.02678,"1.00e+00",0.00647,"1.00e+00"
"Leishmania infection",4,0.03258,"1.00e+00",-0.01913,"1.00e+00",0.01345,"1.00e+00"
"Parasitic Infection Pathways",4,0.03258,"1.00e+00",-0.01913,"1.00e+00",0.01345,"1.00e+00"
"Maternal to zygotic transition (MZT)",3,0.03228,"1.00e+00",-0.00898,"1.00e+00",0.0233,"1.00e+00"
"Serine biosynthesis",4,0.03225,"1.00e+00",0.01553,"1.00e+00",-0.01673,"1.00e+00"
"Metabolism of cofactors",6,0.03219,"1.00e+00",-0.00839,"1.00e+00",0.02379,"1.00e+00"
"M-decay: degradation of maternal mRNAs by maternally stored factors",2,0.032,"1.00e+00",-0.01315,"1.00e+00",0.01884,"1.00e+00"
"Cell Cycle",10,0.03141,"1.00e+00",-0.01577,"1.00e+00",0.01564,"1.00e+00"
"Diseases of Base Excision Repair",3,0.03133,"1.00e+00",-0.02341,"1.00e+00",0.00792,"1.00e+00"
"Transport of small molecules",38,0.03125,"1.00e+00",0.01178,"1.00e+00",-0.01947,"1.00e+00"
"Mitochondrial translation elongation",27,0.03121,"1.00e+00",-0.01857,"1.00e+00",0.01264,"1.00e+00"
"Biological oxidations",26,0.03041,"1.00e+00",0.00805,"1.00e+00",-0.02236,"1.00e+00"
"Beta oxidation of hexanoyl-CoA to butanoyl-CoA",5,0.03013,"1.00e+00",0.0131,"1.00e+00",-0.01703,"1.00e+00"
"Synthesis of substrates in N-glycan biosythesis",10,0.03007,"1.00e+00",0.0082,"1.00e+00",-0.02187,"1.00e+00"
"Nuclear events mediated by NFE2L2",9,0.02995,"1.00e+00",0.00786,"1.00e+00",-0.02209,"1.00e+00"
"Peroxisomal protein import",19,0.0298,"1.00e+00",0.00958,"1.00e+00",-0.02022,"1.00e+00"
"Heme biosynthesis",7,0.02973,"1.00e+00",-0.01947,"1.00e+00",0.01026,"1.00e+00"
